"country","iso3","year","region","population","production_co2","consumption_co2","net_embodied_carbon","production_co2_per_capita","consumption_co2_per_capita","net_embodied_carbon_per_capita","responsibility_type","longitude","latitude","iso_num"
"Australia","AUS","2019","Oceania","25482714","0.415","0.384","-0.031","16.28","15.06","-1.22","net_exporter","134","-25","036"
"Austria","AUT","2019","Europe","8880876","0.068","0.087","0.019","7.65","9.75","2.1","net_importer","14","47","040"
"Bangladesh","BGD","2019","Asia","164913060","0.095","0.149","0.054","0.57","0.9","0.33","net_importer","90","24","050"
"Belgium","BEL","2019","Europe","11490623","0.1","0.204","0.104","8.69","17.8","9.11","net_importer","4","51","056"
"Brazil","BRA","2019","South America","207455459","0.477","0.486","0.009","2.3","2.34","0.04","balanced","-52","-10","076"
"Canada","CAN","2019","North America","37782934","0.579","0.549","-0.03","15.32","14.53","-0.79","net_exporter","-106","56","124"
"Chile","CHL","2019","South America","19197748","0.092","0.098","0.006","4.79","5.1","0.31","net_importer","-71","-30","152"
"China","CHN","2019","Asia","1423520357","10.714","9.767","-0.947","7.53","6.86","-0.67","net_exporter","104","35","156"
"Czechia","CZE","2019","Europe","10554872","0.101","0.111","0.01","9.57","10.51","0.94","net_importer","16","49","203"
"Denmark","DNK","2019","Europe","5814618","0.031","0.053","0.022","5.32","9.12","3.8","net_importer","10","56","208"
"Egypt","EGY","2019","Africa","107553159","0.234","0.246","0.012","2.18","2.29","0.11","balanced","30","27","818"
"Finland","FIN","2019","Europe","5521754","0.042","0.057","0.015","7.69","10.25","2.56","net_importer","26","64","246"
"France","FRA","2019","Europe","65729460","0.316","0.443","0.127","4.81","6.73","1.92","net_importer","2","46","250"
"Germany","DEU","2019","Europe","83559184","0.709","0.846","0.137","8.48","10.13","1.65","net_importer","10","51","276"
"Greece","GRC","2019","Europe","10718581","0.066","0.075","0.009","6.13","7.03","0.9","net_importer","22","39","300"
"Hungary","HUN","2019","Europe","9770346","0.049","0.065","0.016","5.03","6.66","1.63","net_importer","20","47","348"
"India","IND","2019","Asia","1389030307","2.611","2.267","-0.344","1.88","1.63","-0.25","net_exporter","78","22","356"
"Indonesia","IDN","2019","Asia","272489381","0.665","0.664","-0.001","2.44","2.44","0","balanced","113","-2","360"
"Iran","IRN","2019","Middle East","87051649","0.727","0.615","-0.112","8.35","7.06","-1.29","net_exporter","53","32","364"
"Ireland","IRL","2019","Europe","4933493","0.037","0.046","0.009","7.54","9.37","1.83","net_importer","-8","53","372"
"Israel","ISR","2019","Middle East","8657466","0.059","0.088","0.029","6.81","10.21","3.4","net_importer","35","31","376"
"Italy","ITA","2019","Europe","60130136","0.34","0.451","0.111","5.65","7.49","1.84","net_importer","12","43","380"
"Japan","JPN","2019","Asia","126699421","1.102","1.246","0.144","8.7","9.83","1.13","net_importer","138","36","392"
"Kazakhstan","KAZ","2019","Asia","19209556","0.296","0.211","-0.085","15.41","11","-4.41","net_exporter","68","48","398"
"Malaysia","MYS","2019","Asia","33440590","0.278","0.275","-0.003","8.3","8.23","-0.07","balanced","102","4","458"
"Mexico","MEX","2019","North America","125762978","0.468","0.563","0.095","3.72","4.48","0.76","net_importer","-102","23","484"
"Netherlands","NLD","2019","Europe","17537505","0.153","0.163","0.01","8.71","9.27","0.56","net_importer","5","52","528"
"New Zealand","NZL","2019","Oceania","4989410","0.037","0.042","0.005","7.36","8.43","1.07","net_importer","174","-41","554"
"Nigeria","NGA","2019","Africa","209485637","0.128","0.132","0.004","0.61","0.63","0.02","balanced","8","9","566"
"Norway","NOR","2019","Europe","5347733","0.043","0.048","0.005","8.02","9.03","1.01","net_importer","8","61","578"
"Pakistan","PAK","2019","Asia","230800908","0.191","0.219","0.028","0.83","0.95","0.12","balanced","70","30","586"
"Philippines","PHL","2019","Asia","110804685","0.143","0.186","0.043","1.29","1.68","0.39","net_importer","122","13","608"
"Poland","POL","2019","Europe","38225884","0.317","0.31","-0.007","8.3","8.1","-0.2","net_exporter","20","52","616"
"Portugal","PRT","2019","Europe","10343218","0.048","0.054","0.006","4.6","5.23","0.63","net_importer","-8","39","620"
"Romania","ROU","2019","Europe","19501542","0.077","0.085","0.008","3.93","4.37","0.44","net_importer","25","46","642"
"Russia","RUS","2019","Europe/Asia","146533063","1.704","1.286","-0.418","11.63","8.78","-2.85","net_exporter","90","60","643"
"Saudi Arabia","SAU","2019","Middle East","30472809","0.708","0.672","-0.036","23.24","22.06","-1.18","net_exporter","45","24","682"
"South Africa","ZAF","2019","Africa","59587880","0.471","0.367","-0.104","7.9","6.17","-1.73","net_exporter","24","-29","710"
"South Korea","KOR","2019","Asia","51767844","0.646","0.736","0.09","12.48","14.21","1.73","net_importer","128","36","410"
"Spain","ESP","2019","Europe","47435121","0.251","0.284","0.033","5.28","5.99","0.71","net_importer","-4","40","724"
"Sweden","SWE","2019","Europe","10279120","0.041","0.067","0.026","3.97","6.52","2.55","net_importer","15","62","752"
"Switzerland","CHE","2019","Europe","8577525","0.037","0.124","0.087","4.29","14.46","10.17","net_importer","8","47","756"
"Thailand","THA","2019","Asia","71522264","0.282","0.304","0.022","3.94","4.25","0.31","net_importer","101","15","764"
"Turkey","TUR","2019","Europe/Asia","85357670","0.407","0.419","0.012","4.76","4.91","0.15","balanced","35","39","792"
"Ukraine","UKR","2019","Europe","44957451","0.222","0.209","-0.013","4.94","4.66","-0.28","net_exporter","31","49","804"
"United Arab Emirates","ARE","2019","Middle East","9377855","0.204","0.237","0.033","21.76","25.24","3.48","net_importer","54","24","784"
"United Kingdom","GBR","2019","Europe","67110958","0.365","0.525","0.16","5.44","7.82","2.38","net_importer","-2","54","826"
"United States","USA","2019","North America","337790069","5.236","5.58","0.344","15.5","16.52","1.02","net_importer","-98","39","840"
"Vietnam","VNM","2019","Asia","97173778","0.339","0.245","-0.094","3.49","2.52","-0.97","net_exporter","108","16","704"
"Argentina","ARG","2020","South America","45191960","0.165","0.16","-0.005","3.64","3.54","-0.1","balanced","-64","-34","032"
"Australia","AUS","2020","Oceania","25743787","0.399","0.374","-0.025","15.48","14.54","-0.94","net_exporter","134","-25","036"
"Austria","AUT","2020","Europe","8921402","0.062","0.079","0.017","6.97","8.83","1.86","net_importer","14","47","040"
"Bangladesh","BGD","2020","Asia","166298024","0.096","0.149","0.053","0.58","0.89","0.31","net_importer","90","24","050"
"Belgium","BEL","2020","Europe","11540102","0.091","0.182","0.091","7.91","15.8","7.89","net_importer","4","51","056"
"Brazil","BRA","2020","South America","208660845","0.448","0.437","-0.011","2.15","2.1","-0.05","balanced","-52","-10","076"
"Canada","CAN","2020","North America","38171903","0.524","0.503","-0.021","13.73","13.18","-0.55","net_exporter","-106","56","124"
"Chile","CHL","2020","South America","19370621","0.08","0.083","0.003","4.14","4.29","0.15","balanced","-71","-30","152"
"China","CHN","2020","Asia","1426106093","10.897","9.799","-1.098","7.64","6.87","-0.77","net_exporter","104","35","156"
"Czechia","CZE","2020","Europe","10550129","0.092","0.102","0.01","8.69","9.65","0.96","net_importer","16","49","203"
"Denmark","DNK","2020","Europe","5831529","0.028","0.048","0.02","4.85","8.29","3.44","net_importer","10","56","208"
"Egypt","EGY","2020","Africa","109315118","0.246","0.26","0.014","2.25","2.38","0.13","balanced","30","27","818"
"Finland","FIN","2020","Europe","5529616","0.038","0.051","0.013","6.82","9.25","2.43","net_importer","26","64","246"
"France","FRA","2020","Europe","65905273","0.282","0.399","0.117","4.27","6.05","1.78","net_importer","2","46","250"
"Germany","DEU","2020","Europe","83628711","0.647","0.778","0.131","7.74","9.3","1.56","net_importer","10","51","276"
"Greece","GRC","2020","Europe","10699370","0.056","0.069","0.013","5.19","6.41","1.22","net_importer","22","39","300"
"Hungary","HUN","2020","Europe","9749459","0.047","0.06","0.013","4.83","6.2","1.37","net_importer","20","47","348"
"India","IND","2020","Asia","1402617694","2.423","2.085","-0.338","1.73","1.49","-0.24","net_exporter","78","22","356"
"Indonesia","IDN","2020","Asia","274814861","0.623","0.63","0.007","2.27","2.29","0.02","balanced","113","-2","360"
"Iran","IRN","2020","Middle East","87723448","0.746","0.652","-0.094","8.5","7.43","-1.07","net_exporter","53","32","364"
"Ireland","IRL","2020","Europe","4982602","0.035","0.04","0.005","7.03","7.99","0.96","net_importer","-8","53","372"
"Israel","ISR","2020","Middle East","8800380","0.059","0.085","0.026","6.74","9.61","2.87","net_importer","35","31","376"
"Italy","ITA","2020","Europe","59912763","0.303","0.402","0.099","5.05","6.71","1.66","net_importer","12","43","380"
"Japan","JPN","2020","Asia","126304533","1.037","1.184","0.147","8.21","9.37","1.16","net_importer","138","36","392"
"Kazakhstan","KAZ","2020","Asia","19482116","0.282","0.219","-0.063","14.46","11.22","-3.24","net_exporter","68","48","398"
"Malaysia","MYS","2020","Asia","33889554","0.262","0.263","0.001","7.74","7.76","0.02","balanced","102","4","458"
"Mexico","MEX","2020","North America","126799053","0.429","0.502","0.073","3.38","3.96","0.58","net_importer","-102","23","484"
"Netherlands","NLD","2020","Europe","17636732","0.137","0.147","0.01","7.77","8.33","0.56","net_importer","5","52","528"
"New Zealand","NZL","2020","Oceania","5069895","0.034","0.041","0.007","6.73","8.15","1.42","net_importer","174","-41","554"
"Nigeria","NGA","2020","Africa","213996185","0.125","0.137","0.012","0.58","0.64","0.06","balanced","8","9","566"
"Norway","NOR","2020","Europe","5379275","0.041","0.047","0.006","7.67","8.67","1","net_importer","8","61","578"
"Pakistan","PAK","2020","Asia","235001745","0.216","0.241","0.025","0.92","1.02","0.1","balanced","70","30","586"
"Philippines","PHL","2020","Asia","112081270","0.131","0.175","0.044","1.17","1.57","0.4","net_importer","122","13","608"
"Poland","POL","2020","Europe","38171005","0.302","0.288","-0.014","7.91","7.55","-0.36","net_exporter","20","52","616"
"Portugal","PRT","2020","Europe","10370519","0.042","0.049","0.007","4.02","4.7","0.68","net_importer","-8","39","620"
"Romania","ROU","2020","Europe","19392467","0.074","0.081","0.007","3.81","4.18","0.37","net_importer","25","46","642"
"Russia","RUS","2020","Europe/Asia","146371295","1.632","1.279","-0.353","11.15","8.74","-2.41","net_exporter","90","60","643"
"Saudi Arabia","SAU","2020","Middle East","30991206","0.654","0.649","-0.005","21.09","20.94","-0.15","balanced","45","24","682"
"South Africa","ZAF","2020","Africa","60562374","0.435","0.335","-0.1","7.19","5.54","-1.65","net_exporter","24","-29","710"
"South Korea","KOR","2020","Asia","51858481","0.598","0.682","0.084","11.52","13.15","1.63","net_importer","128","36","410"
"Spain","ESP","2020","Europe","47679482","0.212","0.252","0.04","4.44","5.28","0.84","net_importer","-4","40","724"
"Sweden","SWE","2020","Europe","10353682","0.037","0.06","0.023","3.54","5.81","2.27","net_importer","15","62","752"
"Switzerland","CHE","2020","Europe","8640582","0.034","0.11","0.076","3.97","12.71","8.74","net_importer","8","47","756"
"Thailand","THA","2020","Asia","71641484","0.272","0.3","0.028","3.8","4.19","0.39","net_importer","101","15","764"
"Turkey","TUR","2020","Europe/Asia","86091691","0.416","0.421","0.005","4.84","4.89","0.05","balanced","35","39","792"
"Ukraine","UKR","2020","Europe","44680008","0.207","0.195","-0.012","4.64","4.35","-0.29","net_exporter","31","49","804"
"United Arab Emirates","ARE","2020","Middle East","9448529","0.215","0.222","0.007","22.78","23.47","0.69","net_importer","54","24","784"
"United Kingdom","GBR","2020","Europe","67351860","0.326","0.47","0.144","4.84","6.98","2.14","net_importer","-2","54","826"
"United States","USA","2020","North America","339436156","4.69","5.103","0.413","13.82","15.03","1.21","net_importer","-98","39","840"
"Vietnam","VNM","2020","Asia","98079196","0.363","0.26","-0.103","3.7","2.65","-1.05","net_exporter","108","16","704"
"Argentina","ARG","2021","South America","45312282","0.19","0.182","-0.008","4.2","4.02","-0.18","balanced","-64","-34","032"
"Australia","AUS","2021","Oceania","25956417","0.388","0.363","-0.025","14.97","13.99","-0.98","net_exporter","134","-25","036"
"Austria","AUT","2021","Europe","8967053","0.066","0.085","0.019","7.33","9.53","2.2","net_importer","14","47","040"
"Bangladesh","BGD","2021","Asia","167658855","0.099","0.158","0.059","0.59","0.94","0.35","net_importer","90","24","050"
"Belgium","BEL","2021","Europe","11570843","0.095","0.202","0.107","8.2","17.44","9.24","net_importer","4","51","056"
"Brazil","BRA","2021","South America","209550291","0.497","0.473","-0.024","2.37","2.26","-0.11","balanced","-52","-10","076"
"Canada","CAN","2021","North America","38454058","0.537","0.524","-0.013","13.98","13.63","-0.35","net_exporter","-106","56","124"
"Chile","CHL","2021","South America","19456323","0.084","0.091","0.007","4.3","4.68","0.38","net_importer","-71","-30","152"
"China","CHN","2021","Asia","1426437269","11.284","10.088","-1.196","7.91","7.07","-0.84","net_exporter","104","35","156"
"Czechia","CZE","2021","Europe","10530683","0.097","0.111","0.014","9.18","10.52","1.34","net_importer","16","49","203"
"Denmark","DNK","2021","Europe","5856774","0.03","0.054","0.024","5.05","9.15","4.1","net_importer","10","56","208"
"Egypt","EGY","2021","Africa","110957005","0.267","0.291","0.024","2.4","2.63","0.23","net_importer","30","27","818"
"Finland","FIN","2021","Europe","5541069","0.038","0.055","0.017","6.83","9.89","3.06","net_importer","26","64","246"
"France","FRA","2021","Europe","66083547","0.307","0.44","0.133","4.65","6.66","2.01","net_importer","2","46","250"
"Germany","DEU","2021","Europe","83697080","0.678","0.834","0.156","8.1","9.97","1.87","net_importer","10","51","276"
"Greece","GRC","2021","Europe","10579561","0.058","0.072","0.014","5.44","6.77","1.33","net_importer","22","39","300"
"Hungary","HUN","2021","Europe","9707848","0.048","0.065","0.017","4.98","6.74","1.76","net_importer","20","47","348"
"India","IND","2021","Asia","1414203896","2.676","2.252","-0.424","1.89","1.59","-0.3","net_exporter","78","22","356"
"Indonesia","IDN","2021","Asia","276758056","0.633","0.627","-0.006","2.29","2.27","-0.02","balanced","113","-2","360"
"Iran","IRN","2021","Middle East","88455490","0.78","0.663","-0.117","8.81","7.49","-1.32","net_exporter","53","32","364"
"Ireland","IRL","2021","Europe","5028428","0.037","0.042","0.005","7.45","8.35","0.9","net_importer","-8","53","372"
"Israel","ISR","2021","Middle East","8942925","0.059","0.09","0.031","6.59","10.11","3.52","net_importer","35","31","376"
"Italy","ITA","2021","Europe","59729353","0.336","0.452","0.116","5.62","7.56","1.94","net_importer","12","43","380"
"Japan","JPN","2021","Asia","125679342","1.059","1.22","0.161","8.42","9.71","1.29","net_importer","138","36","392"
"Kazakhstan","KAZ","2021","Asia","19743607","0.245","0.191","-0.054","12.4","9.69","-2.71","net_exporter","68","48","398"
"Malaysia","MYS","2021","Asia","34282404","0.273","0.274","0.001","7.97","8","0.03","balanced","102","4","458"
"Mexico","MEX","2021","North America","127648151","0.447","0.539","0.092","3.5","4.22","0.72","net_importer","-102","23","484"
"Netherlands","NLD","2021","Europe","17730565","0.14","0.159","0.019","7.89","8.98","1.09","net_importer","5","52","528"
"New Zealand","NZL","2021","Oceania","5107694","0.035","0.044","0.009","6.77","8.57","1.8","net_importer","174","-41","554"
"Nigeria","NGA","2021","Africa","218529286","0.148","0.157","0.009","0.68","0.72","0.04","balanced","8","9","566"
"Norway","NOR","2021","Europe","5408082","0.041","0.042","0.001","7.59","7.81","0.22","net_importer","8","61","578"
"Pakistan","PAK","2021","Asia","239477805","0.244","0.273","0.029","1.02","1.14","0.12","balanced","70","30","586"
"Philippines","PHL","2021","Asia","113100947","0.14","0.192","0.052","1.24","1.7","0.46","net_importer","122","13","608"
"Poland","POL","2021","Europe","38040303","0.331","0.314","-0.017","8.69","8.26","-0.43","net_exporter","20","52","616"
"Portugal","PRT","2021","Europe","10390957","0.04","0.05","0.01","3.88","4.85","0.97","net_importer","-8","39","620"
"Romania","ROU","2021","Europe","19248159","0.078","0.086","0.008","4.03","4.47","0.44","net_importer","25","46","642"
"Russia","RUS","2021","Europe/Asia","145836172","1.675","1.238","-0.437","11.48","8.49","-2.99","net_exporter","90","60","643"
"Saudi Arabia","SAU","2021","Middle East","31328374","0.695","0.669","-0.026","22.2","21.36","-0.84","net_exporter","45","24","682"
"South Africa","ZAF","2021","Africa","61502602","0.439","0.328","-0.111","7.15","5.33","-1.82","net_exporter","24","-29","710"
"South Korea","KOR","2021","Asia","51848401","0.616","0.718","0.102","11.88","13.84","1.96","net_importer","128","36","410"
"Spain","ESP","2021","Europe","47735670","0.229","0.275","0.046","4.79","5.77","0.98","net_importer","-4","40","724"
"Sweden","SWE","2021","Europe","10416134","0.039","0.066","0.027","3.7","6.35","2.65","net_importer","15","62","752"
"Switzerland","CHE","2021","Europe","8707019","0.036","0.121","0.085","4.12","13.87","9.75","net_importer","8","47","756"
"Thailand","THA","2021","Asia","71727338","0.267","0.309","0.042","3.72","4.31","0.59","net_importer","101","15","764"
"Turkey","TUR","2021","Europe/Asia","86686254","0.457","0.448","-0.009","5.28","5.17","-0.11","balanced","35","39","792"
"Ukraine","UKR","2021","Europe","44298642","0.211","0.203","-0.008","4.75","4.58","-0.17","balanced","31","49","804"
"United Arab Emirates","ARE","2021","Middle East","9789055","0.212","0.24","0.028","21.67","24.47","2.8","net_importer","54","24","784"
"United Kingdom","GBR","2021","Europe","67668788","0.342","0.518","0.176","5.06","7.65","2.59","net_importer","-2","54","826"
"United States","USA","2021","North America","340161438","5.02","5.49","0.47","14.76","16.14","1.38","net_importer","-98","39","840"
"Vietnam","VNM","2021","Asia","98935101","0.314","0.222","-0.092","3.18","2.25","-0.93","net_exporter","108","16","704"
"Argentina","ARG","2022","South America","45407904","0.184","0.184","0","4.05","4.05","0","balanced","-64","-34","032"
"Australia","AUS","2022","Oceania","26200987","0.384","0.365","-0.019","14.66","13.93","-0.73","net_exporter","134","-25","036"
"Austria","AUT","2022","Europe","9064678","0.061","0.083","0.022","6.78","9.17","2.39","net_importer","14","47","040"
"Bangladesh","BGD","2022","Asia","169384891","0.102","0.166","0.064","0.6","0.98","0.38","net_importer","90","24","050"
"Belgium","BEL","2022","Europe","11641814","0.089","0.207","0.118","7.64","17.79","10.15","net_importer","4","51","056"
"Brazil","BRA","2022","South America","210306411","0.48","0.465","-0.015","2.28","2.21","-0.07","balanced","-52","-10","076"
"Canada","CAN","2022","North America","38821259","0.548","0.53","-0.018","14.11","13.66","-0.45","net_exporter","-106","56","124"
"Chile","CHL","2022","South America","19553033","0.086","0.092","0.006","4.39","4.72","0.33","net_importer","-71","-30","152"
"China","CHN","2022","Asia","1425179562","11.712","10.427","-1.285","8.22","7.32","-0.9","net_exporter","104","35","156"
"Czechia","CZE","2022","Europe","10673216","0.095","0.111","0.016","8.9","10.44","1.54","net_importer","16","49","203"
"Denmark","DNK","2022","Europe","5902901","0.029","0.053","0.024","4.93","8.91","3.98","net_importer","10","56","208"
"Egypt","EGY","2022","Africa","112618252","0.25","0.268","0.018","2.22","2.38","0.16","balanced","30","27","818"
"Finland","FIN","2022","Europe","5569300","0.036","0.053","0.017","6.52","9.47","2.95","net_importer","26","64","246"
"France","FRA","2022","Europe","66277412","0.295","0.437","0.142","4.46","6.6","2.14","net_importer","2","46","250"
"Germany","DEU","2022","Europe","84086227","0.668","0.839","0.171","7.94","9.98","2.04","net_importer","10","51","276"
"Greece","GRC","2022","Europe","10412481","0.058","0.071","0.013","5.53","6.85","1.32","net_importer","22","39","300"
"Hungary","HUN","2022","Europe","9684308","0.045","0.063","0.018","4.67","6.47","1.8","net_importer","20","47","348"
"India","IND","2022","Asia","1425423209","2.831","2.34","-0.491","1.99","1.64","-0.35","net_exporter","78","22","356"
"Indonesia","IDN","2022","Asia","278830527","0.758","0.709","-0.049","2.72","2.54","-0.18","balanced","113","-2","360"
"Iran","IRN","2022","Middle East","89524247","0.767","0.632","-0.135","8.57","7.06","-1.51","net_exporter","53","32","364"
"Ireland","IRL","2022","Europe","5110015","0.037","0.043","0.006","7.18","8.4","1.22","net_importer","-8","53","372"
"Israel","ISR","2022","Middle East","9103143","0.062","0.095","0.033","6.84","10.41","3.57","net_importer","35","31","376"
"Italy","ITA","2022","Europe","59619106","0.34","0.462","0.122","5.7","7.75","2.05","net_importer","12","43","380"
"Japan","JPN","2022","Asia","124997585","1.03","1.201","0.171","8.24","9.61","1.37","net_importer","138","36","392"
"Kazakhstan","KAZ","2022","Asia","20034612","0.274","0.188","-0.086","13.69","9.36","-4.33","net_exporter","68","48","398"
"Malaysia","MYS","2022","Asia","34695494","0.282","0.284","0.002","8.12","8.18","0.06","balanced","102","4","458"
"Mexico","MEX","2022","North America","128613116","0.454","0.558","0.104","3.53","4.34","0.81","net_importer","-102","23","484"
"Netherlands","NLD","2022","Europe","17904421","0.128","0.157","0.029","7.12","8.79","1.67","net_importer","5","52","528"
"New Zealand","NZL","2022","Oceania","5131731","0.032","0.043","0.011","6.23","8.3","2.07","net_importer","174","-41","554"
"Nigeria","NGA","2022","Africa","223150906","0.131","0.14","0.009","0.59","0.63","0.04","balanced","8","9","566"
"Norway","NOR","2022","Europe","5456796","0.041","0.035","-0.006","7.48","6.39","-1.09","net_exporter","8","61","578"
"Pakistan","PAK","2022","Asia","243700667","0.212","0.245","0.033","0.87","1.01","0.14","balanced","70","30","586"
"Philippines","PHL","2022","Asia","113964343","0.151","0.205","0.054","1.32","1.8","0.48","net_importer","122","13","608"
"Poland","POL","2022","Europe","38385734","0.315","0.3","-0.015","8.2","7.8","-0.4","net_exporter","20","52","616"
"Portugal","PRT","2022","Europe","10417074","0.041","0.051","0.01","3.91","4.88","0.97","net_importer","-8","39","620"
"Romania","ROU","2022","Europe","19166776","0.073","0.084","0.011","3.82","4.36","0.54","net_importer","25","46","642"
"Russia","RUS","2022","Europe/Asia","145579889","1.675","1.279","-0.396","11.51","8.79","-2.72","net_exporter","90","60","643"
"Saudi Arabia","SAU","2022","Middle East","32175351","0.667","0.628","-0.039","20.73","19.51","-1.22","net_exporter","45","24","682"
"South Africa","ZAF","2022","Africa","62378417","0.429","0.318","-0.111","6.87","5.1","-1.77","net_exporter","24","-29","710"
"South Korea","KOR","2022","Asia","51782515","0.607","0.723","0.116","11.72","13.96","2.24","net_importer","128","36","410"
"Spain","ESP","2022","Europe","47828386","0.234","0.279","0.045","4.9","5.82","0.92","net_importer","-4","40","724"
"Sweden","SWE","2022","Europe","10487335","0.036","0.066","0.03","3.47","6.33","2.86","net_importer","15","62","752"
"Switzerland","CHE","2022","Europe","8792180","0.033","0.126","0.093","3.75","14.29","10.54","net_importer","8","47","756"
"Thailand","THA","2022","Asia","71735321","0.273","0.32","0.047","3.8","4.45","0.65","net_importer","101","15","764"
"Turkey","TUR","2022","Europe/Asia","87058469","0.444","0.442","-0.002","5.1","5.08","-0.02","balanced","35","39","792"
"Ukraine","UKR","2022","Europe","41048768","0.143","0.168","0.025","3.48","4.1","0.62","net_importer","31","49","804"
"United Arab Emirates","ARE","2022","Middle East","10242085","0.207","0.253","0.046","20.22","24.67","4.45","net_importer","54","24","784"
"United Kingdom","GBR","2022","Europe","68179315","0.311","0.503","0.192","4.56","7.37","2.81","net_importer","-2","54","826"
"United States","USA","2022","North America","341534041","5.055","5.566","0.511","14.8","16.3","1.5","net_importer","-98","39","840"
"Vietnam","VNM","2022","Asia","99680656","0.323","0.228","-0.095","3.24","2.29","-0.95","net_exporter","108","16","704"
"Argentina","ARG","2023","South America","45538402","0.178","0.186","0.008","3.92","4.08","0.16","balanced","-64","-34","032"
"Australia","AUS","2023","Oceania","26451126","0.384","0.372","-0.012","14.53","14.07","-0.46","net_exporter","134","-25","036"
"Austria","AUT","2023","Europe","9130434","0.057","0.076","0.019","6.23","8.38","2.15","net_importer","14","47","040"
"Bangladesh","BGD","2023","Asia","171466986","0.105","0.168","0.063","0.61","0.98","0.37","net_importer","90","24","050"
"Belgium","BEL","2023","Europe","11712891","0.085","0.197","0.112","7.23","16.79","9.56","net_importer","4","51","056"
"Brazil","BRA","2023","South America","211140731","0.484","0.47","-0.014","2.29","2.23","-0.06","balanced","-52","-10","076"
"Canada","CAN","2023","North America","39299098","0.545","0.52","-0.025","13.88","13.23","-0.65","net_exporter","-106","56","124"
"Chile","CHL","2023","South America","19658833","0.078","0.088","0.01","3.95","4.48","0.53","net_importer","-71","-30","152"
"China","CHN","2023","Asia","1422584930","12.172","10.857","-1.315","8.56","7.63","-0.93","net_exporter","104","35","156"
"Czechia","CZE","2023","Europe","10809722","0.083","0.1","0.017","7.7","9.25","1.55","net_importer","16","49","203"
"Denmark","DNK","2023","Europe","5948134","0.029","0.049","0.02","4.85","8.32","3.47","net_importer","10","56","208"
"Egypt","EGY","2023","Africa","114535772","0.25","0.253","0.003","2.18","2.21","0.03","balanced","30","27","818"
"Finland","FIN","2023","Europe","5601185","0.032","0.047","0.015","5.68","8.47","2.79","net_importer","26","64","246"
"France","FRA","2023","Europe","66438828","0.27","0.407","0.137","4.07","6.13","2.06","net_importer","2","46","250"
"Germany","DEU","2023","Europe","84548233","0.594","0.768","0.174","7.02","9.09","2.07","net_importer","10","51","276"
"Greece","GRC","2023","Europe","10242910","0.052","0.067","0.015","5.08","6.56","1.48","net_importer","22","39","300"
"Hungary","HUN","2023","Europe","9686465","0.04","0.057","0.017","4.16","5.86","1.7","net_importer","20","47","348"
"India","IND","2023","Asia","1438069597","3.063","2.543","-0.52","2.13","1.77","-0.36","net_exporter","78","22","356"
"Indonesia","IDN","2023","Asia","281190068","0.762","0.728","-0.034","2.71","2.59","-0.12","balanced","113","-2","360"
"Iran","IRN","2023","Middle East","90608708","0.79","0.669","-0.121","8.72","7.38","-1.34","net_exporter","53","32","364"
"Ireland","IRL","2023","Europe","5196629","0.034","0.041","0.007","6.46","7.86","1.4","net_importer","-8","53","372"
"Israel","ISR","2023","Middle East","9256311","0.055","0.088","0.033","5.98","9.54","3.56","net_importer","35","31","376"
"Italy","ITA","2023","Europe","59499452","0.312","0.429","0.117","5.25","7.21","1.96","net_importer","12","43","380"
"Japan","JPN","2023","Asia","124370947","0.987","1.142","0.155","7.94","9.18","1.24","net_importer","138","36","392"
"Kazakhstan","KAZ","2023","Asia","20330109","0.286","0.213","-0.073","14.08","10.46","-3.62","net_exporter","68","48","398"
"Malaysia","MYS","2023","Asia","35126295","0.276","0.287","0.011","7.87","8.16","0.29","net_importer","102","4","458"
"Mexico","MEX","2023","North America","129739761","0.458","0.565","0.107","3.53","4.35","0.82","net_importer","-102","23","484"
"Netherlands","NLD","2023","Europe","18092526","0.117","0.15","0.033","6.47","8.3","1.83","net_importer","5","52","528"
"New Zealand","NZL","2023","Oceania","5172837","0.032","0.041","0.009","6.1","8","1.9","net_importer","174","-41","554"
"Nigeria","NGA","2023","Africa","227882949","0.129","0.133","0.004","0.57","0.58","0.01","balanced","8","9","566"
"Norway","NOR","2023","Europe","5519167","0.039","0.039","0","7.04","7.06","0.02","balanced","8","61","578"
"Pakistan","PAK","2023","Asia","247504505","0.187","0.22","0.033","0.75","0.89","0.14","balanced","70","30","586"
"Philippines","PHL","2023","Asia","114891199","0.161","0.212","0.051","1.4","1.84","0.44","net_importer","122","13","608"
"Poland","POL","2023","Europe","38762847","0.283","0.274","-0.009","7.31","7.06","-0.25","net_exporter","20","52","616"
"Portugal","PRT","2023","Europe","10430735","0.038","0.047","0.009","3.61","4.55","0.94","net_importer","-8","39","620"
"Romania","ROU","2023","Europe","19118482","0.068","0.078","0.01","3.55","4.09","0.54","net_importer","25","46","642"
"Russia","RUS","2023","Europe/Asia","145440502","1.733","1.406","-0.327","11.92","9.67","-2.25","net_exporter","90","60","643"
"Saudi Arabia","SAU","2023","Middle East","33264289","0.677","0.654","-0.023","20.37","19.66","-0.71","net_exporter","45","24","682"
"South Africa","ZAF","2023","Africa","63212386","0.437","0.325","-0.112","6.91","5.15","-1.76","net_exporter","24","-29","710"
"South Korea","KOR","2023","Asia","51748744","0.589","0.709","0.12","11.39","13.7","2.31","net_importer","128","36","410"
